polarity,subjectivity,clouds,dew_point,feels_like,humidity,pressure,temp,visibility,wind_deg,wind_speed,
0,0,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0.625,0.5,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0.25,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0.25,0.25,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0.3375,0.772222222,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
1,1,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0.25,0.9,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0.412121212,0.666666667,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0,20,12.35,13.59,88,1017,14.31,10000,260,2.06,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.05,0.65,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.4375,0.75,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.35,0.95,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.7,0.6,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.875,0.9,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.65,0.7,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.6,0.75,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.7,0.6,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
1,0.975,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.083333333,0.333333333,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.15,0.75,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.225,0.45,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.2875,0.55,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.25,0.25,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.625,0.75,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.260416667,0.6875,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.427777778,0.477777778,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.05,0.1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.05,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.875,0.6,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.8,0.95,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.166666667,0.333333333,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.4,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.6,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.4,0.583333333,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.65,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.9,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.533333333,0.466666667,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
1,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.78125,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0.125,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.5,0.55,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0.625,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.05,0.3875,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.4,0.966666667,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
1,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.5,0.5,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0.5,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
1,0.3,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.375,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.3,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.166666667,0.066666667,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.25,0.25,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.5,0.5,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.625,1,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.8,0.8,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.6625,0.8875,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.2,0.2,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.45,0.7,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.364285714,0.607142857,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-2.78E-17,0.3375,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0.025,0.4,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.125,0.375,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.25,0.25,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.4,0.7,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
0,0,99,12.76,13.79,88,1017,14.73,10000,280,2.57,
-0.3,0.6,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.65,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.2,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0.125,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.2,0.2,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.03125,0.4,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.2,0.733333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.4,0.537962963,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.8,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.6,1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.6,0.8,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.5,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.325,0.725,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.2,0.8,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.8,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
1,0.3,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.8,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.5,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.6,1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.2,0.4,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.35,0.65,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.5,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.6,0.8,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-1,1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.5,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.466666667,0.566666667,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-1,1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.4375,0.65,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.666666667,0.616666667,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.715,1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.4,1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.35,0.45,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.136363636,0.5,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.6,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0.033333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.052083333,0.504166667,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.6,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.333333333,0.633333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.7,0.6,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.4,0.7,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.357142857,0.767857143,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.316666667,0.966666667,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0.6,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
1,0.3,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.9,0.9,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.1,0.1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.6,0.9,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.15,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.5,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.55,0.75,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.25,0.4,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.388888889,0.833333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.9,0.9,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.1,0.1,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0.1,0.383333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.208333333,0.583333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.658333333,0.875,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.166666667,0.5,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
-0.005555556,0.533333333,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
0,0,99,12.04,13.2,82,1017,15.09,10000,290,3.6,
