polarity,subjectivity,clouds,dew_point,feels_like,humidity,pressure,temp,visibility,wind_deg,wind_speed,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.2,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.125,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.375,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.625,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.6,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.05,0.2625,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4125,0.475,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.275,0.355,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
1,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.8,0.9,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.304761905,0.423809524,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.333333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.2,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.058333333,0.575,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.25,0.55,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.2,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.125,0.1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4,0.166666667,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.245454545,0.384848485,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.458333333,0.716666667,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.8,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.05,0.4,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.1,0.1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.166666667,0.208333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.151515152,0.560606061,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.166666667,0.333333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.366666667,0.833333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
1,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.285714286,0.535714286,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.9,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.1,0.1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.18,0.32,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
1,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.016666667,0.033333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.3,0.4,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.5,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.034722222,0.372222222,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
1,0.39,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.666666667,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.55,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.19375,0.65625,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.166666667,0.333333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4375,0.466666667,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25625,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.2,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.75,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.75,0.825,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.8,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.1,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.75,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.166666667,0.466666667,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
1,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.516666667,0.8,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.3125,0.4,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.2,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.45,0.75,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.125,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.55,0.7,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.333333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.875,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.468181818,0.625,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.15625,0.2,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.068181818,0.25,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.416666667,0.644444444,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.5875,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.125,0.383333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.2,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.125,0.375,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.3,0.4,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.875,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4375,0.3,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.333333333,0.583333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.5,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.333333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.433333333,0.733333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.316666667,0.458333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.278333333,0.673333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.433333333,0.541666667,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.9375,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.75,0.4,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.25,0.45,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.4,0.9,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0.125,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.136363636,0.454545455,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.3,0.75,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.625,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.2,0.4,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.8,0.75,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.044642857,0.116071429,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.6,0.9,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.05,0.75,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.45,0.45,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.75,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.1425,0.77,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.136363636,0.454545455,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.3625,0.554166667,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.195,0.533333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.1,0.383333333,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
-0.5,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.45,0.55,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.6,1,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.7,0.6,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0,0,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
0.5,0.5,75,9.48,15.32,59,1016,17.58,10000,100,3.09,,,
