polarity,subjectivity,clouds,dew_point,feels_like,humidity,pressure,temp,visibility,wind_deg,wind_speed,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.1,0.4,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,0.9,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.35,0.65,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0.357142857,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.275,0.55,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.333333333,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.125,0.375,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.25,0.333333333,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.7,0.666666667,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.125,0.375,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.2,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.546875,0.55,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,0.6,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.375,0.75,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.120238095,0.711904762,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-1,1,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-1,1,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-1,1,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0.044444444,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.285714286,0.535714286,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.1,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.2,0.2,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.116666667,0.716666667,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.25,0.396296296,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,0.9,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.068181818,0.727272727,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.15,0.95,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.4,0.7,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.3,0.95,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.275,0.475,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.277777778,0.577777778,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.38125,0.675,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.78125,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.4,0.4,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.6,0.488888889,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.4,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.155555556,0.288888889,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.0625,0.1875,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,1,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0.05,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.4,0.4,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.3,0.6,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.7,0.6,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.5,1,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.2125,0.5375,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.083333333,0.4,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.7,0.8,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.213068182,0.5,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,-14400,90,1625169600,31.15,83,1015,28.4,16093,139,5.45,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0.125,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.483333333,0.55,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.49375,0.69375,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.291666667,0.541666667,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.2,0.511111111,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0.13,0.21125,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.266666667,0.8,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
-0.2,0.5375,90,25.23,31.15,83,1015,28.4,16093,139,5.45,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.666666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.6,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.2,0.8,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.104166667,0.570833333,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.25,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.4,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.232142857,0.767857143,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.083333333,0.266666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.416666667,0.311111111,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.133333333,0.3,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.392857143,0.567857143,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.1875,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.2,0.8,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.8,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.333333333,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.2,0.2,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.25625,0.375,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.8,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.04,0.47,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.155555556,0.288888889,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.3,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.1,0.2,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.166666667,0.466666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.018181818,0.327272727,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.35,0.65,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
1,0.3,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.85,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.35,0.9,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.15,0.45,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.357142857,0.571428571,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.125,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.4375,0.3,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.25,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.377777778,0.677777778,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.695,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.4625,0.49375,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.221590909,0.471969697,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.2,0.8,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.1875,0.4375,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.125,0.166666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.166666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.35,0.333333333,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.3,0.9,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.566666667,0.55,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.9,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.2,0.1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.25,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.033333333,0.25,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.269444444,0.597222222,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.193181818,0.652272727,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.195,0.52,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.333333333,0.666666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.6,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.070833333,0.595833333,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.285714286,0.535714286,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.6,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.136363636,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.196875,0.65,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.2,0.395833333,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.0125,0.2375,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.25,0.333333333,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.2,0.65,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.225,0.5,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.8,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.125,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.875,0.6,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.6,0.9,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.357142857,0.535714286,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.0625,0.2,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
1,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0.5,-14400,90,1625166000,32.31,83,1016,28.32,16093,130,3.6,
0.4,0.35,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.6,0.75,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.09375,0.84375,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
1,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-1,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.5,1,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.136363636,0.454545455,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.1,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.291666667,0.541666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.025,0.325,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.7,0.666666667,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.0375,0.3375,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.357142857,0.571428571,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0,0,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
-0.5,0.9,90,25.15,32.31,83,1016,28.32,16093,130,3.6,,
0.2,0.1,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.242857143,0.467857143,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.142857143,0.317857143,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
-0.5,0.5,-14400,90,1625162400,33.96,89,1017,29.07,16093,60,4.12,
-0.15,0.6,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.65,0.8,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.136363636,0.5,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.875,0.6,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.5,0.5,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.55,1,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.25,0.444444444,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.5,0.5,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
-1,1,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.433333333,0.833333333,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.25,0.3125,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.285714286,0.535714286,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.278787879,0.618181818,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
-0.4,0.616666667,-14400,90,1625162400,33.96,89,1017,29.07,16093,60,4.12,
0.278787879,0.618181818,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.088888889,0.177777778,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.278787879,0.618181818,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0.25,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0,0,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
1,0.3,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.278787879,0.618181818,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
0.25,0.25,90,27.07,33.96,89,1017,29.07,16093,60,4.12,,
